2.40524,-0.0387086,0.464188,0.0436792,-110.356,105.503
2.36653,-0.0387086,0.464188,0.0436792,-110.729,105.783
2.32782,-0.0387086,0.464188,0.0436792,-111.091,106.076
2.28911,-0.0387086,0.464188,0.0436792,-111.442,106.384
2.2504,-0.0387086,0.464188,0.0436792,-111.78,106.705
2.21169,-0.0387086,0.464188,0.0436792,-112.106,107.038
2.17298,-0.0387086,0.464188,0.0436792,-112.418,107.384
2.13428,-0.0387086,0.464188,0.0436792,-112.717,107.742
2.09557,-0.0387086,0.464188,0.0436792,-113.002,108.111
2.05686,-0.0387086,0.464188,0.0436792,-113.272,108.491
2.01815,-0.0387086,0.464188,0.0436792,-113.528,108.881
1.97944,-0.0387086,0.464188,0.0436792,-113.768,109.281
1.94073,-0.0387086,0.464188,0.0436792,-113.993,109.689
1.90202,-0.0387086,0.464188,0.0436792,-114.201,110.106
1.86332,-0.0387086,0.464188,0.0436792,-114.393,110.531
1.82461,-0.0387086,0.464188,0.0436792,-114.569,110.963
1.7859,-0.0387086,0.464188,0.0436792,-114.728,111.401
1.74719,-0.0387086,0.464188,0.0436792,-114.87,111.845
1.70848,-0.0387086,0.464188,0.0436792,-114.994,112.295
1.66977,-0.0387086,0.464188,0.0436792,-115.101,112.748
1.63106,-0.0387086,0.464188,0.0436792,-115.19,113.206
1.59236,-0.0387086,0.464188,0.0436792,-115.262,113.667
1.55365,-0.0387086,0.464188,0.0436792,-115.316,114.13
1.51494,-0.0387086,0.464188,0.0436792,-115.351,114.595
1.47623,-0.0387086,0.464188,0.0436792,-115.369,115.061
1.43752,-0.0387086,0.464188,0.0436792,-115.369,115.527
1.39881,-0.0387086,0.464188,0.0436792,-115.35,115.993
1.3601,-0.0387086,0.464188,0.0436792,-115.314,116.458
1.3214,-0.0387086,0.464188,0.0436792,-115.26,116.921
1.28269,-0.0387086,0.464188,0.0436792,-115.187,117.381
1.24398,-0.0387086,0.464188,0.0436792,-115.097,117.839
1.20527,-0.0387086,0.464188,0.0436792,-114.99,118.292
1.16656,-0.0387086,0.464188,0.0436792,-114.865,118.741
1.12785,-0.0387086,0.464188,0.0436792,-114.722,119.185
1.08914,-0.0387086,0.464188,0.0436792,-114.563,119.624
1.05044,-0.0387086,0.464188,0.0436792,-114.386,120.055
1.01173,-0.0387086,0.464188,0.0436792,-114.193,120.48
0.973019,-0.0387086,0.464188,0.0436792,-113.984,120.896
0.934311,-0.0387086,0.464188,0.0436792,-113.759,121.305
0.895602,-0.0387086,0.464188,0.0436792,-113.518,121.704
0.856894,-0.0387086,0.464188,0.0436792,-113.262,122.093

2.40524,-0.0387086,0.464188,0.0436792,-110.356,105.503
2.36653,-0.0387086,0.464188,0.0436792,-110.729,105.783
2.32782,-0.0387086,0.464188,0.0436792,-111.091,106.076
2.28911,-0.0387086,0.464188,0.0436792,-111.442,106.384
2.2504,-0.0387086,0.464188,0.0436792,-111.78,106.705
2.21169,-0.0387086,0.464188,0.0436792,-112.106,107.038
2.17298,-0.0387086,0.464188,0.0436792,-112.418,107.384
2.13428,-0.0387086,0.464188,0.0436792,-112.717,107.742
2.09557,-0.0387086,0.464188,0.0436792,-113.002,108.111
2.05686,-0.0387086,0.464188,0.0436792,-113.272,108.491
2.01815,-0.0387086,0.464188,0.0436792,-113.528,108.881
1.97944,-0.0387086,0.464188,0.0436792,-113.768,109.281
1.94073,-0.0387086,0.464188,0.0436792,-113.993,109.689
1.90202,-0.0387086,0.464188,0.0436792,-114.201,110.106
1.86332,-0.0387086,0.464188,0.0436792,-114.393,110.531
1.82461,-0.0387086,0.464188,0.0436792,-114.569,110.963
1.7859,-0.0387086,0.464188,0.0436792,-114.728,111.401
1.74719,-0.0387086,0.464188,0.0436792,-114.87,111.845
1.70848,-0.0387086,0.464188,0.0436792,-114.994,112.295
1.66977,-0.0387086,0.464188,0.0436792,-115.101,112.748
1.63106,-0.0387086,0.464188,0.0436792,-115.19,113.206
1.59236,-0.0387086,0.464188,0.0436792,-115.262,113.667
1.55365,-0.0387086,0.464188,0.0436792,-115.316,114.13
1.51494,-0.0387086,0.464188,0.0436792,-115.351,114.595
1.47623,-0.0387086,0.464188,0.0436792,-115.369,115.061
1.43752,-0.0387086,0.464188,0.0436792,-115.369,115.527
1.39881,-0.0387086,0.464188,0.0436792,-115.35,115.993
1.3601,-0.0387086,0.464188,0.0436792,-115.314,116.458
1.3214,-0.0387086,0.464188,0.0436792,-115.26,116.921
1.28269,-0.0387086,0.464188,0.0436792,-115.187,117.381
1.24398,-0.0387086,0.464188,0.0436792,-115.097,117.839
1.20527,-0.0387086,0.464188,0.0436792,-114.99,118.292
1.16656,-0.0387086,0.464188,0.0436792,-114.865,118.741
1.12785,-0.0387086,0.464188,0.0436792,-114.722,119.185
1.08914,-0.0387086,0.464188,0.0436792,-114.563,119.624
1.05044,-0.0387086,0.464188,0.0436792,-114.386,120.055
1.01173,-0.0387086,0.464188,0.0436792,-114.193,120.48
0.973019,-0.0387086,0.464188,0.0436792,-113.984,120.896
0.934311,-0.0387086,0.464188,0.0436792,-113.759,121.305
0.895602,-0.0387086,0.464188,0.0436792,-113.518,121.704
0.856894,-0.0387086,0.464188,0.0436792,-113.262,122.093

